Date,Rank,Title,Author,Publisher,Description
09-21-1936,5,ANTHONY ADVERSE,Hervey Allen,Farrar & Rineh art.,
09-21-1936,6,FAR FOREST,Francis Brett Young,Reynal & Hit chcock.,
09-21-1936,7,THEY WALK IN THE CITY,J. B. Priestley,Harpe r.,
09-21-1936,8,THE ENCHANTED VOYAGE,Robert Nathan,Knopf.,
05-20-1979,1,THE MATARESE CIRCLE,Robert Ludlum,"Richard M arek,",
05-20-1979,2,GOOD AS GOLD,Joseph Heller,"Simon & Schuster ,",
05-20-1979,3,HANTA YO,Ruth Beebe Hill,"Doubleday,",
05-20-1979,4,WAR AND REMEMBRANCE,Herman Wouk,"Little, Bro wn,",
05-20-1979,5,SS-GB,Len Deighton,"Knopf,",
05-20-1979,6,CHESAPEAKE,James A. Michener,"Random House,",
05-20-1979,7,OVERLOAD,Arthur Hailey,"Doubleday,",
05-20-1979,8,THE STORIES OF JOHN CHEEVER,John Cheever,"Kn opf,",
05-20-1979,9,GHOST STORY,Peter Straub,"Coward, McCann & G eogheghan,",
05-20-1979,10,THE THIRD WORLD WAR: August 1985,General Sir  John Hackett and Other,,
05-20-1979,11,DUBIN'S LIVES,Bernard Malamud,"Farrar, Stra us & Giroux,",
05-20-1979,12,DRESS GRAY,Lucian K. Truscott IV,"Doubleday ,",
05-20-1979,13,EVERGREEN,Belva Plain,"Delacorte,",
05-20-1979,14,THE VICAR OF CHRIST,Walter F. Murphy,"Macmi llian,",
05-20-1979,15,THE PIGEON PROJECT,Irving Wallace,"Simon & Schuster,",
05-25-1947,1,GENTLEMAN'S AGREEMENT,Laura Z. Hobson,Simon  & Schuster.,
05-25-1947,2,THE VIXENS,Frank Yerby,Dial Press.,
05-25-1947,3,LYDIA BAILEY,Kenneth Roberts,Doubleday.,
05-25-1947,4,THE WAYWARD BUS,John Steinbeck,Viking.,
05-25-1947,5,THE MIRACLE OF THE BELLS,Russell Janney,Pre ntice Hall.,
05-25-1947,6,MRS. MIKE,Benedict Freedman and Nancy Freedma n,Coward-McCann.,
05-25-1947,7,THE CHEQUER BOARD,Nevil Shute,Morrow.,
05-25-1947,8,AURORA DAWN,Herman Wouk,Simon & Schuster.,
05-25-1947,9,THERE WAS A TIME,Taylor Caldwell,Scribner.,
05-25-1947,10,EAST RIVER,Sholem Asch,Putnam.,
05-25-1947,11,MR. ADAM,Pat Frank,Lippincott.,
05-25-1947,12,THE BIG SKY,A.B. Guthrie Jr,Pocket Books.,
05-25-1947,13,DULCIMER STREET,Norman Collins,"Duell, Sloa n & Pearce.",
05-25-1947,14,THE WALLS OF JERICHO,Paul I. Wellman,Lippi ncott.,
05-25-1947,15,THE TIN FLUTE,Gabrielle Roy,Reynal & Hitch cock.,
05-25-1947,16,THIS IS THE YEAR,Feike Feikema,Doubleday.,
08-30-2009,1,SOUTH OF BROAD,Pat Conroy,"Nan A. Talese/Dou bleday,",
08-30-2009,2,SMASH CUT,Sandra Brown,"Simon & Schuster,",
08-30-2009,3,THE HELP,Kathryn Stockett,"Amy Einhorn/Putna m,",
08-30-2009,4,THAT OLD CAPE MAGIC,Richard Russo,"Knopf,",
08-30-2009,5,THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson,"Knopf,",
08-30-2009,6,THE ELEVENTH VICTIM,Nancy Grace,"Hyperion,",
08-30-2009,7,BEST FRIENDS FOREVER,Jennifer Weiner,"Atria,",
08-30-2009,8,SWIMSUIT,James Patterson and Maxine Paetro,"Little, Brown,",
08-30-2009,9,THE MAGICIANS,Lev Grossman,"Viking,",
08-30-2009,10,THE DEFECTOR,Daniel Silva,"Putnam,",
08-30-2009,11,INHERENT VICE,Thomas Pynchon,"Penguin Press ,",
08-30-2009,12,BAD MOON RISING,Sherrilyn Kenyon,"St. Marti n’s,",
08-30-2009,13,DEAD AND GONE,Charlaine Harris,"Ace,",
08-30-2009,14,BLINDMAN'S BLUFF,Faye Kellerman,"Morrow/Har perCollins,",
08-30-2009,15,INTERVENTION,Robin Cook,"Putnam,",
08-02-1937,1,NORTHWEST PASSAGE,Kenneth Roberts,"Doubleday , Doran.",
08-02-1937,2,AMERICAN DREAM,Michael Foster,Morrow.,
08-02-1937,3,THE OUTWARD ROOM,Millen Brand,Simon & Schus ter.,
08-02-1937,4,THE YEARS,Virginia Woolf,"Harcourt, Brace.",
08-02-1937,5,I CAN GET IT FOR YOU WHOLESALE,Jerome Weldman,,
08-02-1937,6,AND SO - VICTORIA,Vaughan Wilkins,Macmillan .,
08-02-1937,7,THE CRIME WAVE AT BLANDINGS,P. G. Wodehouse,"Doubleday, Doran.",
09-07-2008,1,THE FORCE UNLEASHED,Sean Williams,"Del Rey,",
09-07-2008,2,SMOKE SCREEN,Sandra Brown,"Simon & Schuster,",
09-07-2008,3,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann,,
09-07-2008,4,THE BOURNE SANCTION,Eric Van Lustbader,"Gran d Central,",
09-07-2008,5,THE HOST,Stephenie Meyer,"Little, Brown,",
09-07-2008,6,ACHERON,Sherrilyn Kenyon,"St. Martin’s,",
09-07-2008,7,MOSCOW RULES,Daniel Silva,"Putnam,",
09-07-2008,8,THE STORY OF EDGAR SAWTELLE,David Wroblewski,"Ecco,",
09-07-2008,9,OFF SEASON,Anne Rivers Siddons,"Grand Centra l,",
09-07-2008,10,THE LACE READER,Brunonia Barry,"Morrow,",
09-07-2008,11,THE MERCEDES COFFIN,Faye Kellerman,"Morrow,",
09-07-2008,12,BEING ELIZABETH,Barbara Taylor Bradford,"St . Martin’s,",
09-07-2008,13,THE GARGOYLE,Andrew Davidson,"Doubleday,",
09-07-2008,14,FOREIGN BODY,Robin Cook,"Putnam,",
09-07-2008,15,ROUGH JUSTICE,Jack Higgins,"Putnam,",
09-07-2008,16,THE ASSASSIN,Stephen Coonts,"St. Martin’s,",
06-11-1961,1,THE AGONY AND THE ECSTASY,Irving Stone,Doub leday and Company.,
06-11-1961,2,TO KILL A MOCKINGBIRD,Harper Lee,J.B. Lippi ncott Company.,
06-11-1961,3,THE LAST OF THE JUST,Andre Schwarz-Bart,Ath eneum.,
06-11-1961,4,A BURNT-OUT CASE,Graham Greene,Heinemann.,
06-11-1961,5,CHINA COURT,Rumer Godden,Viking Press.,
06-11-1961,6,DON'T TELL ALFRED,Nancy Mitford,Harper and Brothers.,
06-11-1961,7,HAWAII,James A. Michener,Random House.,
06-11-1961,8,THE CHATEAU,William Maxwell,Alfred A. Knopf .,
06-11-1961,9,WINNIE ILLE PU,A.A. Milnei,E.P. Dutton and Company.,
06-11-1961,10,MIDCENTURY,John Dos Passos,"Houghton, Miffl in.",
06-11-1961,11,ADVISE AND CONSENT,Allen Drury,Doubleday a nd Company.,
06-11-1961,12,A SHOOTING STAR,Wallace Stegner,Doubleday and Company.,
06-11-1961,13,THE INCREDIBLE JOURNEY,Sheila Burnford,"Lit tle, Brown and Company.",
06-11-1961,14,POMP AND CIRCUMSTANCE,Noel Coward,Doubleda y and Company.,
06-11-1961,15,MOTHERS AND DAUGHTERS,Evan Hunter,Simon an d Schuster.,
06-11-1961,16,MANILA GALLEON,F. Van Wyck Mason,"Little, B rown and Company.",
06-19-2016,1,THE EMPEROR'S REVENGE,Clive Cussler and Boyd Morrison,Putnam.,Juan Cabrillo teams up with a former C.I
06-19-2016,2,BEFORE THE FALL,Noah Hawley,Grand Central.,
06-19-2016,3,ALL SUMMER LONG,Dorothea Benton Frank,Morro w/HarperCollins.,
06-19-2016,4,THE GIRL ON THE TRAIN,Paula Hawkins,Riverhe ad.,
06-19-2016,5,AFTER YOU,Jojo Moyes,Pamela Dorman/Viking.,
06-19-2016,6,15TH AFFAIR,James Patterson and Maxine Paetro ,"Little, Brown.",
06-19-2016,7,A HERO OF FRANCE,Alan Furst,Random House.,
06-19-2016,8,THE WEEKENDERS,Mary Kay Andrews,St. Martin' s.,
06-19-2016,9,THE LAST MILE,David Baldacci,Grand Central.,"In a sequel to “Memory Man,” Amos Decker helps the F.B"
06-19-2016,10,THE NEST,Cynthia D'Aprix Sweeney,Ecco/Harp erCollins.,
06-19-2016,11,THE CITY OF MIRRORS,Justin Cronin,Ballanti ne.,
06-19-2016,12,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,Scribner.,
06-19-2016,13,THE NIGHTINGALE,Kristin Hannah,St. Martin' s.,
06-19-2016,14,MODERN LOVERS,Emma Straub,Riverhead.,
06-19-2016,15,EXTREME PREY,John Sandford,Putnam.,
06-19-2016,16,SWEETBITTER,Stephanie Danler,Knopf.,
09-03-2017,1,SEEING RED,Sandra Brown,Grand Central.,
09-03-2017,2,THE STORE,James Patterson and Richard DiLallo ,"Little, Brown.",
09-03-2017,3,CAMINO ISLAND,John Grisham,Doubleday.,
09-03-2017,4,THE LATE SHOW,Michael Connelly,"Little, Brow n.","Renée Ballard, a young detective with the L.A.P"
09-03-2017,5,ANY DREAM WILL DO,Debbie Macomber,Ballantin e.,
09-03-2017,6,EXPOSED,Lisa Scottoline,St. Martin's.,
09-03-2017,7,THE LYING GAME,Ruth Ware,Scout.,
09-03-2017,8,I KNOW A SECRET,Tess Gerritsen,Ballantine.,
09-03-2017,9,A GENTLEMAN IN MOSCOW,Amor Towles,Viking.,
09-03-2017,10,A STRANGER IN THE HOUSE,Shari Lapena,Pamel a Dorman.,
09-03-2017,11,HOUSE OF SPIES,Daniel Silva,Harper.,
09-03-2017,12,THE GOOD DAUGHTER,Karin Slaughter,Morrow.,
09-03-2017,13,BEFORE WE WERE YOURS,Lisa Wingate,Ballanti ne.,
09-03-2017,14,INTO THE WATER,"Paula Hawkins, (Riverhead.) I n this psychological thriller",,
09-03-2017,15,MRS. FLETCHER,Tom Perrotta,Scribner.,
09-24-2006,1,THE BOOK OF FATE,Brad Meltzer,"Warner,",
09-24-2006,2,RISE AND SHINE,Anna Quindlen,"Random House,",
09-24-2006,3,DARK CELEBRATION,Christine Feehan,"Berkley,",
09-24-2006,4,JUDGE & JURY,James Patterson and Andrew Gross ,"Little, Brown,",An aspiring actress and an F.B
09-24-2006,5,RICOCHET,Sandra Brown,"Simon & Schuster,",
09-24-2006,6,THE AFGHAN,Frederick Forsyth,"Putnam,",
09-24-2006,7,INTO THE STORM,Suzanne Brockmann,"Ballantine ,",
09-24-2006,8,THE EMPEROR'S CHILDREN,Claire Messud,"Knopf,",
09-24-2006,9,HUNTERS OF DUNE,Brian Herbert and Kevin J. An derson,,
09-24-2006,10,THE GUY NOT TAKEN,Jennifer Weiner,"Atria,",
09-24-2006,11,ARMAGEDDON'S CHILDREN,Terry Brooks,"Del Rey /Ballantine,",
09-24-2006,12,WATER FOR ELEPHANTS,Sara Gruen,"Algonquin,",
09-24-2006,13,ALL AUNT HAGAR'S CHILDREN,Edward P. Jones,"Amistad,",
09-24-2006,14,FOOL ME ONCE,Fern Michaels,"Kensington,",
09-24-2006,15,SPY,Ted Bell,"Atria,",
01-10-2016,1,ROGUE LAWYER,John Grisham,Doubleday.,
01-10-2016,2,CROSS JUSTICE,James Patterson,"Little, Brown .","Detective Alex Cross returns to Starksville, N"
01-10-2016,3,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,S cribner.,
01-10-2016,4,THE GIRL ON THE TRAIN,Paula Hawkins,Riverhe ad.,
01-10-2016,5,SEE ME,Nicholas Sparks,Grand Central.,
01-10-2016,6,THE BAZAAR OF BAD DREAMS,Stephen King,Scrib ner.,
01-10-2016,7,GO SET A WATCHMAN,Harper Lee,Harper.,
01-10-2016,8,THE GUILTY,David Baldacci,Grand Central.,
01-10-2016,9,THE MAGIC STRINGS OF FRANKIE PRESTO,Mitch Alb om,Harper.,
01-10-2016,10,THE NIGHTINGALE,Kristin Hannah,St. Martin' s.,
01-10-2016,11,TOM CLANCY: COMMANDER IN CHIEF,Mark Greaney,Putnam.,
01-10-2016,12,TRICKY TWENTY-TWO,Janet Evanovich,Bantam.,
01-10-2016,13,ASHLEY BELL,Dean Koontz,Bantam.,
01-10-2016,14,THE GIRL IN THE SPIDER'S WEB,David Lagercran tz,Knopf.,
01-10-2016,15,A KNIGHT OF THE SEVEN KINGDOMS,George R. R. Martin,Bantam.,
08-21-1939,1,THE GRAPES OF WRATH,John Steinbeck,Viking.,
08-21-1939,2,BLACK NARCISSUS,Rumer Godden,"Little, Brown.",
08-21-1939,3,THE WEB AND THE ROCK,Thomas Wolfe,Harper.,
08-21-1939,4,NEXT TO VALOUR,John Jennings,Macmillan.,
08-21-1939,5,THE BRANDONS,Angela Thirkell,Knopf.,
07-09-2006,1,TWELVE SHARP,Janet Evanovich,"St. Martin's,",
07-09-2006,2,THE HUSBAND,Dean Koontz,"Bantam,",
07-09-2006,3,BEACH ROAD,James Patterson and Peter de Jonge ,"Little, Brown,",
07-09-2006,4,AT RISK,Patricia Cornwell,"Putnam,",
07-09-2006,5,THE BOOK OF THE DEAD,Douglas Preston and Linc oln Child,,
07-09-2006,6,CAPTIVE OF MY DESIRES,Johanna Lindsey,"Pocke t Books,",
07-09-2006,7,TERRORIST,John Updike,"Knopf,",
07-09-2006,8,THE RAPTURE,Tim LaHaye and Jerry B. Jenkins,"Tyndale,",
07-09-2006,9,BLUE SCREEN,Robert B. Parker,"Putnam,",
07-09-2006,10,THE SABOTEURS,W.E.B. Griffin and William E. Butterworth IV,,
07-09-2006,11,THE COLD MOON,Jeffery Deaver,"Simon & Schus ter,",
07-09-2006,12,DEAD WATCH,John Sandford,"Putnam,",
07-09-2006,13,BABY PROOF,Emily Giffin,"St. Martin's,",
07-09-2006,14,WATER FOR ELEPHANTS,Sara Gruen,"Algonquin,",
07-09-2006,15,KILLER DREAMS,Iris Johansen,"Bantam,",
11-28-1943,1,A TREE GROWS IN BROOKLYN,Betty Smith,Harper .,
11-28-1943,2,SO LITTLE TIME,John P. Marquand,"Little, Bro wn.",
11-28-1943,3,THE ROBE,Lloyd C. Douglas,Houghton Mifflin.,
11-28-1943,4,THE APOSTLE,Sholem Asch,Putnam.,
11-28-1943,5,THE WALSH GIRLS,Elizabeth Janeway,"Doubleday , Doran.",
06-04-1989,1,WHILE MY PRETTY ONE SLEEPS,Mary Higgins Clark ,,
06-04-1989,2,THE NEGOTIATOR,Frederick Forsyth,"Bantam,",
06-04-1989,3,THE TEMPLE OF MY FAMILIAR,Alice Walker,,
06-04-1989,4,THE JOY LUCK CLUB,Amy Tan,"Putnam,",
06-04-1989,5,PLAYMATES,Robert B. Parker,"Putnam,",
06-04-1989,6,THE SATANIC VERSES,Salman Rushdie,"Viking,",
06-04-1989,7,STAR,Danielle Steel,"Delacorte,",
06-04-1989,8,STRANGER IN SAVANNAH,Eugenia Price,"Doubleda y,",
06-04-1989,9,A PRAYER FOR OWEN MEANY,John Irving,"Morrow,",
06-04-1989,10,WE ARE STILL MARRIED,Garrison Keillor,"Viki ng,",
06-04-1989,11,TALKING GOD,Tony Hillerman,"Harper & Row,",
06-04-1989,12,KILLSHOT,Elmore Leonard,"Arbor House/ Morro w,",
06-04-1989,13,THE DIAMOND THRONE,David Eddings,"Del Rey/B allantine,",
06-04-1989,14,RED PHOENIX,Larry Bond,"Warner,",
06-04-1989,15,CAPITAL CRIMES,Lawrence Sanders,"Putnam,",
04-25-1948,1,RAINTREE COUNTY,Ross Lockridge,Houghton Mif flin.,
04-25-1948,2,THE IDES OF MARCH,Thornton Wilder,Harper.,
04-25-1948,3,EAGLE IN THE SKY,F. Van Wyck Mason,Harper.,
04-25-1948,4,HOUSE DIVIDED,Ben Ames Williams,Houghton Mi fflin.,
04-25-1948,5,PILGRIM'S INN,Elizabeth Goudge,Coward McCan n.,
04-25-1948,6,THE BISHOP'S MANTLE,Agnes Sligh Turnbull,Ma cmillan.,
04-25-1948,7,THE TIME IS NOON,Hiram Haydn,Crown Publishe rs.,
04-25-1948,8,"EAST SIDE, WEST SIDE",Marcia Davenport,Scrib ner.,
04-25-1948,9,SON OF THE MOON,Joseph George Hitrec,Harper .,
04-25-1948,10,CAME A CAVALIER,Frances Parkinson Keyes,Ju lian Messner.,
04-25-1948,11,LUCINDA BRAYFORD,Martin Boyd,Dutton.,
04-25-1948,12,NO TRUMPET BEFORE HIM,Nelia Gardner White,Peoples Book Club.,
04-25-1948,13,EARTHBOUND,Dalton S. Reymond,Ziff Davis.,
04-25-1948,14,"CRY, THE BELOVED COUNTRY",Alan Paton,Scribn er.,
04-25-1948,15,MISTER ROBERTS,Thomas Heggen,Houghton Miff lin.,
04-25-1948,16,FIRE,George R. Stewart,Gollancz.,
06-10-1940,1,STARS ON THE SEA,F. van Wyck Mason,Lippinco tt.,
06-10-1940,2,HOW GREEN WAS MY VALLEY,Richard Llewellyn,M acmillan.,
06-10-1940,3,NIGHT IN BOMBAY,Louis Bromfield,Harper.,
06-10-1940,4,KING'S ROW,Henry Bellamann,Simon & Schuster .,
06-10-1940,5,MRS. SKEFFINGTON,Elizabeth von Arnim,"Double day, Doran.",
06-10-1940,6,THE BIRD IN THE TREE,Elizabeth Goudge,Cowar d-McCann.,
09-17-2017,1,GLASS HOUSES,Louise Penny,Minotaur.,
09-17-2017,2,“Y” IS FOR YESTERDAY,Sue Grafton,Marian Woo d/Putnam.,
09-17-2017,3,THE RIGHT TIME,Danielle Steel,Delacorte.,
09-17-2017,4,THE STORE,James Patterson and Richard DiLallo ,"Little, Brown.",
09-17-2017,5,CAMINO ISLAND,John Grisham,Doubleday.,
09-17-2017,6,MY ABSOLUTE DARLING,Gabriel Tallent,Riverhe ad.,
09-17-2017,7,SEEING RED,Sandra Brown,Grand Central.,
09-17-2017,8,THE LATE SHOW,Michael Connelly,"Little, Brow n.","Renée Ballard, a young detective with the L.A.P"
09-17-2017,9,A GENTLEMAN IN MOSCOW,Amor Towles,Viking.,
09-17-2017,10,STAR WARS: PHASMA,Delilah S. Dawson,Del Re y.,
09-17-2017,11,THE LYING GAME,Ruth Ware,Scout.,
09-17-2017,12,ANY DREAM WILL DO,Debbie Macomber,Ballanti ne.,
09-17-2017,13,BEFORE WE WERE YOURS,Lisa Wingate,Ballanti ne.,
09-17-2017,14,INTO THE WATER,Paula Hawkins,Riverhead.,
09-17-2017,15,THE BURNING GIRL,Claire Messud,Norton.,
09-05-1999,1,BLACK NOTICE,Patricia Cornwell,"Putnam,",
09-05-1999,2,HARRY POTTER AND THE SORCERER'S STONE,J. K. R owling,,
09-05-1999,3,ASSASSINS,Tim LaHaye and Jerry B. Jenkins,"T yndale,",
09-05-1999,4,HARRY POTTER AND THE CHAMBER OF SECRETS,J. K.  Rowling,,
09-05-1999,5,HANNIBAL,Thomas Harris,"Delacorte,",
09-05-1999,6,THE EDGE,Catherine Coulter,"Putnam,",The F.B
09-05-1999,7,MOTHER OF PEARL,Melinda Haynes,"Hyperion,",
09-05-1999,8,GRANNY DAN,Danielle Steel,"Delacorte,",
09-05-1999,9,THE GIRLS' GUIDE TO HUNTING AND FISHING,Melis sa Bank,,
09-05-1999,10,WHITE OLEANDER,Janet Fitch,"Little, Brown,",
09-05-1999,11,APOLLYON,Tim LaHaye and Jerry B. Jenkins,"T yndale,",
09-05-1999,12,THE TESTAMENT,John Grisham,"Doubleday,",
09-05-1999,13,WORST FEARS REALIZED,Stuart Woods,"HarperCo llins,",
09-05-1999,14,ALL THE QUEEN'S MEN,Linda Howard,"Pocket,","Amid a stormy relationship, a man and a woman, both C.I"
09-05-1999,15,THE DEVIL'S TEARDROP,Jeffery Deaver,"Simon & Schuster,",
10-04-1953,1,DESIREE,Annemarie Selinko,William Morrow.,
10-04-1953,2,BEYOND THIS PLACE,A.J. Cronin,"Little, Brown .",
10-04-1953,3,BATTLE CRY,Leon Uris,G.P. Putnam's Sons.,
10-04-1953,4,TIME AND TIME AGAIN,James Hilton,"Little, Br own and Company.",
10-04-1953,5,TOO LATE THE PHALAROPE,Alan Paton,Charles S cribner's Sons.,
10-04-1953,6,THE HIGH AND THE MIGHTY,Ernest K. Gann,Will iam Sloane Associates.,
10-04-1953,7,THE UNCONQUERED,Ben Ames Williams,Houghton Miflin.,
10-04-1953,8,"COME, MY BELOVED",Pearl S. Buck,John Day Co.,
10-04-1953,9,THE DARK ANGEL,Mika Waltari,Putnam.,
10-04-1953,10,THE BRIDGES AT TOKO-RI,James A. Michener,R andom House.,
10-04-1953,11,THE ADVENTURES OF AUGIE MARCH,Saul Bellow,Viking Press.,
10-04-1953,12,KINGFISHERS CATCH FIRE,Rumer Godden,Viking .,
10-04-1953,13,THE EMPEROR'S LADY,F.W. Kenyon,Thomas Y. C rowell Company.,
10-04-1953,14,FROM HERE TO ETERNITY,James Jones,Charles Scribner's Sons.,
10-04-1953,15,SATAN IN THE SUBURBS,Bertrand Russell,Simo n and Schuster.,
10-04-1953,16,HORNBLOWER AND THE ATROPOS,C.S. Forester,,
03-08-2020,1,WHERE THE CRAWDADS SING,Delia Owens,Putnam.,
03-08-2020,2,AMERICAN DIRT,Jeanine Cummins,Flatiron.,
03-08-2020,3,THE SILENT PATIENT,Alex Michaelides,Celadon .,
03-08-2020,4,ONE MINUTE OUT,Mark Greaney,Berkley.,
03-08-2020,5,GOLDEN IN DEATH,J.D. Robb,St. Martin's.,
03-08-2020,6,THE DUTCH HOUSE,Ann Patchett,Harper.,
03-08-2020,7,SUCH A FUN AGE,Kiley Reid,Putnam.,
03-08-2020,8,A LONG PETAL OF THE SEA,Isabel Allende,Ballan tine.,
03-08-2020,9,THE GUARDIANS,John Grisham,Doubleday.,
03-08-2020,10,THE GIVER OF STARS,Jojo Moyes,Pamela Dorma n/Viking.,
03-08-2020,11,THE SUN DOWN MOTEL,Simone St. James,Berkle y.,
03-08-2020,12,CROOKED RIVER,Douglas Preston and Lincoln Ch ild,Grand Central.,
03-08-2020,13,THE OTHER MRS.,Mary Kubica,Park Row.,
03-08-2020,14,THE HOLDOUT,Graham Moore,Random House.,
03-08-2020,15,DEAR EDWARD,Ann Napolitano,Dial.,
09-22-1941,1,THE KEYS OF THE KINGDOM,A. J. Cronin,"Little , Brown.",
09-22-1941,2,THE SUN IS MY UNDOING,Marguerite Steen,Viki ng.,
09-22-1941,3,THIS ABOVE ALL,Eric Knight,Harper.,
09-22-1941,4,ABOVE SUSPICION,Helen McInnes,"Little, Brown .",
09-22-1941,5,MARRIAGE IS A PRIVATE AFFAIR,Judith Kelly,H arper.,
09-22-1941,6,ONE RED ROSE FOREVER,Mildred Jordan,Knopf.,
03-26-1967,1,THE ARRANGEMENT,Elia Kazan,Stein and Day.,
03-26-1967,2,THE SECRET OF SANTA VITTORIA,Robert Crichton,Simon and Schuster.,
03-26-1967,3,CAPABLE OF HONOR,Allen Drury,Doubleday and Company.,
03-26-1967,4,VALLEY OF THE DOLLS,Jacqueline Susann,Rando m House.,
03-26-1967,5,THE CAPTAIN,Jan de Hartog,Charles Scribner' s Sons.,
03-26-1967,6,THE BIRDS FALL DOWN,Rebecca West,Viking Pre ss.,
03-26-1967,7,ALL IN THE FAMILY,Edwin O'Connor,"Little, Br own and Company.",
03-26-1967,8,THE MASK OF APOLLO,Mary Renault,Pantheon.,
03-26-1967,9,TAI-PAN,James Clavell,Atheneum.,
03-26-1967,10,THE FIXER,Bernard Malamud,"Farrar, Straud a nd Giroux.",
04-19-1981,1,THE COVENANT,James A. Michener,"Random House ,",
04-19-1981,2,MASQUERADE,Kit Williams,"Schocken Books,",
04-19-1981,3,CENTURY,Fred Mustard Stewart,"Morrow,",
04-19-1981,4,BRAIN,Robin Cook,"Putnam's,",
04-19-1981,5,THE COMPANY OF WOMEN,Mary Gordon,"Random Hou se,",
04-19-1981,6,CREATION,Gore Vidal,"Random House,","A journey through that greatest of all ages, the fifth century B"
04-19-1981,7,TAR BABY,Toni Morrison,"Knopf,",
04-19-1981,8,GORKY PARK,Martin Cruz Smith,"Random House,",
04-19-1981,9,ANSWER AS A MAN,Taylor Caldwell,"Putnam's,",
04-19-1981,10,REFLEX,Dick Francis,"Putnam's,",
04-19-1981,11,THE DELTA DECISION,Wilbur Smith,"Doubleday,",
04-19-1981,12,COME POUR THE WINE,Cynthia Freeman,"Arbor H ouse,",
04-19-1981,13,THE KEY TO REBECCA,Ken Follett,"Morrow,",
04-19-1981,14,THE AVIATOR,Ernest K. Gann,"Arbor House,",Romance and adventure in the early days of the U
04-19-1981,15,FIRESTARTER,Stephen King,"Viking,",
08-26-1951,1,THE CAINE MUTINY,Herman Wouk,Doubleday.,
08-26-1951,2,FROM HERE TO ETERNITY,James Jones,Charles S cribner's Sons.,
08-26-1951,3,RETURN TO PARADISE,James A. Michener,Random  House.,
08-26-1951,4,THE CATCHER IN THE RYE,J.D. Salinger,"Little , Brown and Company,",
08-26-1951,5,THE CRUEL SEA,Nicholas Monsarrat,Alfred A. Knopf.,
08-26-1951,6,THE IRON MISTRESS,Paul I. Wellman,"Doubleday  and Company, Inc.",
08-26-1951,7,THE TROUBLED AIR,Irwin Shaw,Random House.,
08-26-1951,8,A WOMAN CALLED FANCY,Frank Yerby,Dial Press .,
08-26-1951,9,THE FOUNDLING,Francis Cardinal Spellman,Cha rles Scribner's Sons.,
08-26-1951,10,PROUD NEW FLAGS,F. Van Wyck Mason,Lippinco tt.,
08-26-1951,11,LUCY CARMICHAEL,Margaret Kennedy,Rinehart.,
08-26-1951,12,THE HIGH CALLING,James Street,Doubleday an d Co.,
08-26-1951,13,APRIL SNOW,Lillian Budd,J. B. Lippincott.,
08-26-1951,14,THIS IS THE HOUR,Lion Feuchtwanger,Viking.,
08-26-1951,15,SCANDALOUS MRS.BLACKFORD,Harnett T. Kane and Vi ctor Leclerc,,
08-26-1951,16,THE GOLDEN ROAD,Peter Bourne,Putnam.,
02-27-1949,1,THE BIG FISHERMAN,Lloyd C. Douglas,Houghton  Mifflin.,
02-27-1949,2,DINNER AT ANTOINE'S,Frances Parkinson Keyes,Julian Messner.,
02-27-1949,3,HIGH TOWERS,Thomas B. Costain,Doubleday.,
02-27-1949,4,THE YOUNG LIONS,Irwin Shaw,Random House.,
02-27-1949,5,THE DUKAYS,Lajos Zilaby,Prentice Hall.,
02-27-1949,6,THE NAKED AND THE DEAD,Norman Mailer,Random  House.,
02-27-1949,7,MARY WAKEFIELD,Mazo De la Roche,"Little, Bro wn.",
02-27-1949,8,REMEMBRANCE ROCK,Carl Sandburg,"Harcourt, Br ace.",
02-27-1949,9,I CAPTURE THE CASTLE,Dodie Smith,"Little, Br own.",
02-27-1949,10,THE HEARTH AND EAGLE,Anya Seton,Houghton M ifflin.,
02-27-1949,11,ELEPHANT AND CASTLE,R.C. Hutchinson,Rineha rt.,
02-27-1949,12,THE RUNNING OF THE TIDE,Esther Forbes,Houg hton Mifflin.,
02-27-1949,13,THE GRAND DESIGN,John Dos Passos,Houghton Mifflin.,
02-27-1949,14,THE FIRES OF SPRING,James A. Michener,Rand om House.,
02-27-1949,15,HOUND-DOG MAN,Fred Gipson,Harper.,
02-27-1949,16,AN ACT OF LOVE,Ira Wolfert,Simon & Schuste r.,
10-16-1960,1,HAWAII,James A. Michener,Random House.,
10-16-1960,2,ADVISE AND CONSENT,Allen Drury,Doubleday an d Company.,
10-16-1960,3,THE LEOPARD,Guiseppe di Lampedusa,Pantheon.,
10-16-1960,4,THE CHAPMAN REPORT,Irving Wallace,Simon and  Schuster.,
10-16-1960,5,TO KILL A MOCKINGBIRD,Harper Lee,J.B. Lippi ncott Company.,
10-16-1960,6,THE LOVELY AMBITION,Mary Ellen Chase,W.W. N orton and Company.,
10-16-1960,7,DIAMOND HEAD,Peter Gilman,Coward McCann.,
10-16-1960,8,WATER OF LIFE,Henry Morton Robinson,Simon a nd Schuster.,
10-16-1960,9,MISTRESS OF MELLYN,Victoria Holt,Doubleday and Company.,
10-16-1960,10,THE LISTENER,Taylor Caldwell,Doubleday and  Company.,
